Date_of_Journey,Airline,Source,Destination,Product,Customer,Booking
2021-11-10,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.29880290948514
2021-11-11,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.62620158727535
2021-11-12,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.86431989370414
2021-11-13,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.10107548615931
2021-11-14,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.37078815831767
2021-11-15,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.505837377193025
2021-11-16,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.54458044007144
2021-11-17,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.352652712920424
2021-11-18,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.6800513907084
2021-11-19,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.91816969713552
2021-11-20,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.15492528959201
2021-11-21,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.42463796175574
2021-11-22,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.55968718062181
2021-11-23,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.59843024350099
2021-11-24,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.406502516352425
2021-11-25,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.733901194144664
2021-11-26,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.97201950057696
2021-11-27,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.2087750930247
2021-11-28,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.47848776519002
2021-11-29,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.61353698405963
2021-11-30,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.65228004693486
2021-12-01,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.4603523197823
2021-12-02,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.78775099758093
2021-12-03,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.02586930400793
2021-12-04,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.262624896457396
2021-12-05,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.532337568624285
2021-12-06,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.667386787488425
2021-12-07,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.706129850373465
2021-12-08,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.5142021232143
2021-12-09,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.84160080101559
2021-12-10,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.07971910743889
2021-12-11,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.31647469989216
2021-12-12,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.58618737204659
2021-12-13,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.721236590917215
2021-12-14,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.75997965380735
2021-12-15,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.56805192664959
2021-12-16,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.89545060445025
2021-12-17,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.133568910870274
2021-12-18,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.37032450332719
2021-12-19,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.64003717548466
2021-12-20,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.77508639435504
2021-12-21,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.81382945723689
2021-12-22,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.621901730084886
2021-12-23,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.949300407873544
2021-12-24,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.18741871430083
2021-12-25,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.42417430675755
2021-12-26,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.693886978918925
2021-12-27,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.82893619778383
2021-12-28,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.86767926068416
2021-12-29,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.67575153352018
2021-12-30,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.00315021130981
2021-12-31,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.241268517732195
2022-01-01,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.47802411019024
2022-01-02,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.7477367823532
2022-01-03,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.88278600122089
2022-01-04,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.921529064109365
2022-01-05,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.729601336952186
2022-01-06,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.05700001474287
2022-01-07,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.29511832116358
2022-01-08,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.53187391362735
2022-01-09,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.80158658578747
2022-01-10,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.93663580465421
2022-01-11,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.97537886754324
2022-01-12,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.78345114038747
2022-01-13,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.11084981817913
2022-01-14,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.348968124605015
2022-01-15,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.58572371706004
2022-01-16,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.855436389225545
2022-01-17,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.99048560808751
2022-01-18,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.029228670977126
2022-01-19,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.83730094381405
2022-01-20,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.164699621613785
2022-01-21,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.402817928035994
2022-01-22,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.639573520490394
2022-01-23,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.90928619265601
2022-01-24,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.04433541152007
2022-01-25,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.083078474402335
2022-01-26,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.89115074724935
2022-01-27,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.218549425048444
2022-01-28,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.45666773146696
2022-01-29,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.693423323920754
2022-01-30,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.96313599608211
2022-01-31,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.09818521495337
2022-02-01,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.13692827783622
2022-02-02,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.94500055068135
2022-02-03,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.27239922848311
2022-02-04,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.5105175349088
2022-02-05,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.74727312735578
2022-02-06,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.016985799516384
2022-02-07,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.15203501838668
2022-02-08,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.190778081265755
2022-02-09,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.998850354119945
2022-02-10,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.32624903190801
2022-02-11,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.56436733833936
2022-02-12,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.80112293078613
2022-02-13,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.07083560295065
2022-02-14,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.205884821819986
2022-02-15,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.24462788470869
2022-02-16,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.05270015755194
2022-02-17,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.38009883534268
2022-02-18,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.618217141770735
2022-02-19,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.85497273421882
2022-02-20,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.12468540638492
2022-02-21,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.25973462524878
2022-02-22,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.298477688138234
2022-02-23,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.10654996098393
2022-02-24,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.43394863877733
2022-02-25,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.672066945201706
2022-02-26,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.90882253765594
2022-02-27,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.17853520981102
2022-02-28,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.313584428686596
2022-03-01,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.35232749157211
2022-03-02,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.16039976442253
2022-03-03,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.48779844220063
2022-03-04,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.72591674863267
2022-03-05,FlyDubai,Dubai,Chennai,First Class,First Flyer,46.962672341088634
2022-03-06,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.232385013249086
2022-03-07,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.36743423211539
2022-03-08,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.40617729500166
2022-03-09,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.21424956784581
2022-03-10,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.54164824563689
2022-03-11,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.779766552063634
2022-03-12,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.01652214451898
2022-03-13,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.28623481667957
2022-03-14,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.42128403555245
2022-03-15,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.4600270984312
2022-03-16,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.26809937128111
2022-03-17,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.59549804906995
2022-03-18,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.83361635549502
2022-03-19,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.070371947954
2022-03-20,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.34008462011763
2022-03-21,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.47513383898577
2022-03-22,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.51387690186074
2022-03-23,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.321949174713104
2022-03-24,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.64934785250622
2022-03-25,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.887466158936455
2022-03-26,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.12422175138879
2022-03-27,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.3939344235519
2022-03-28,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.528983642419064
2022-03-29,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.56772670529462
2022-03-30,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.375798978142974
2022-03-31,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.703197655942475
2022-04-01,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.941315962367426
2022-04-02,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.17807155482148
2022-04-03,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.44778422698617
2022-04-04,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.58283344584787
2022-04-05,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.62157650873323
2022-04-06,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.42964878157498
2022-04-07,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.75704745937553
2022-04-08,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.99516576579839
2022-04-09,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.23192135825417
2022-04-10,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.50163403040847
2022-04-11,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.63668324927666
2022-04-12,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.67542631216709
2022-04-13,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.483498585010274
2022-04-14,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.81089726281179
2022-04-15,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.04901556922976
2022-04-16,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.28577116168685
2022-04-17,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.555483833846544
2022-04-18,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.69053305271448
2022-04-19,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.72927611559664
2022-04-20,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.537348388445565
2022-04-21,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.8647470662351
2022-04-22,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.1028653726708
2022-04-23,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.339620965117206
2022-04-24,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.60933363727701
2022-04-25,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.744382856143275
2022-04-26,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.78312591903958
2022-04-27,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.591198191880856
2022-04-28,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.918596869671354
2022-04-29,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.156715176102175
2022-04-30,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.3934707685499
2022-05-01,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.66318344071508
2022-05-02,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.798232659580336
2022-05-03,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.83697572246913
2022-05-04,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.64504799531286
2022-05-05,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.972446673104415
2022-05-06,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.21056497953355
2022-05-07,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.447320571987014
2022-05-08,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.717033244149356
2022-05-09,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.85208246301364
2022-05-10,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.890825525903
2022-05-11,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.69889779875145
2022-05-12,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.02629647654067
2022-05-13,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.2644147829641
2022-05-14,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.50117037541971
2022-05-15,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.770883047587425
2022-05-16,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.90593226644695
2022-05-17,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.944675329336874
2022-05-18,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.75274760217473
2022-05-19,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.08014627997534
2022-05-20,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.31826458639548
2022-05-21,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.55502017885006
2022-05-22,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.8247328510179
2022-05-23,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.9597820698795
2022-05-24,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.99852513276209
2022-05-25,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.80659740561002
2022-05-26,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.13399608339864
2022-05-27,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.37211438982645
2022-05-28,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.608869982285086
2022-05-29,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.87858265444399
2022-05-30,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.01363187331733
2022-05-31,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.05237493619596
2022-06-01,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.86044720904203
2022-06-02,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.187845886833294
2022-06-03,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.4259641932683
2022-06-04,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.662719785715446
2022-06-05,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.932432457878264
2022-06-06,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.06748167674611
2022-06-07,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.10622473962551
2022-06-08,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.91429701248062
2022-06-09,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.24169569026956
2022-06-10,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.47981399669886
2022-06-11,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.7165695891458
2022-06-12,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.98628226131254
2022-06-13,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.12133148017942
2022-06-14,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.16007454306844
2022-06-15,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.968146815912625
2022-06-16,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.29554549370261
2022-06-17,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.533663800130235
2022-06-18,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.77041939258082
2022-06-19,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.040132064734834
2022-06-20,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.17518128360822
2022-06-21,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.21392434649798
2022-06-22,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.021996619335894
2022-06-23,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.349395297138884
2022-06-24,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.5875136035612
2022-06-25,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.8242691960156
2022-06-26,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.093981868172904
2022-06-27,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.22903108704604
2022-06-28,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.26777414993187
2022-06-29,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.07584642277449
2022-06-30,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.403245100562174
2022-07-01,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.64136340699217
2022-07-02,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.87811899944829
2022-07-03,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.14783167160337
2022-07-04,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.282880890474836
2022-07-05,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.321623953357076
2022-07-06,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.12969622620649
2022-07-07,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.45709490399843
2022-07-08,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.695213210423134
2022-07-09,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.93196880287865
2022-07-10,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.20168147504144
2022-07-11,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.336730693911896
2022-07-12,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.37547375679096
2022-07-13,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.18354602964178
2022-07-14,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.5109447074315
2022-07-15,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.74906301385451
2022-07-16,FlyDubai,Dubai,Chennai,First Class,First Flyer,47.98581860631809
2022-07-17,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.25553127847952
2022-07-18,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.3905804973452
2022-07-19,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.42932356023389
2022-07-20,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.23739583307709
2022-07-21,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.564794510867756
2022-07-22,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.80291281729554
2022-07-23,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.03966840974845
2022-07-24,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.309381081913784
2022-07-25,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.444430300778514
2022-07-26,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.48317336366776
2022-07-27,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.29124563650365
2022-07-28,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.61864431430402
2022-07-29,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.85676262072692
2022-07-30,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.09351821318114
2022-07-31,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.36323088534806
2022-08-01,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.4982801042073
2022-08-02,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.53702316709298
2022-08-03,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.345095439935655
2022-08-04,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.672494117737074
2022-08-05,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.91061242415789
2022-08-06,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.14736801661383
2022-08-07,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.417080688770355
2022-08-08,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.552129907645124
2022-08-09,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.59087297052685
2022-08-10,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.39894524337424
2022-08-11,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.72634392117334
2022-08-12,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.96446222759973
2022-08-13,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.20121782004652
2022-08-14,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.470930492208424
2022-08-15,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.605979711073914
2022-08-16,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.644722773956396
2022-08-17,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.452795046806244
2022-08-18,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.78019372459664
2022-08-19,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.01831203103029
2022-08-20,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.25506762347687
2022-08-21,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.5247802956389
2022-08-22,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.65982951450647
2022-08-23,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.69857257739933
2022-08-24,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.50664485024154
2022-08-25,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.8340435280313
2022-08-26,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.07216183446167
2022-08-27,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.308917426911904
2022-08-28,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.57863009907697
2022-08-29,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.71367931793978
2022-08-30,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.752422380828875
2022-08-31,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.560494653673544
2022-09-01,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.88789333146596
2022-09-02,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.12601163789304
2022-09-03,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.362767230346684
2022-09-04,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.63247990251124
2022-09-05,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.76752912137308
2022-09-06,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.80627218426276
2022-09-07,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.61434445711213
2022-09-08,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.941743134890864
2022-09-09,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.17986144132361
2022-09-10,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.41661703377937
2022-09-11,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.68632970594551
2022-09-12,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.82137892480639
2022-09-13,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.86012198768796
2022-09-14,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.668194260535415
2022-09-15,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.99559293832552
2022-09-16,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.23371124475498
2022-09-17,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.47046683720973
2022-09-18,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.740179509367806
2022-09-19,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.875228728238945
2022-09-20,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.913971791121845
2022-09-21,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.722044063970706
2022-09-22,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.04944274176019
2022-09-23,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.28756104818595
2022-09-24,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.52431664064475
2022-09-25,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.79402931280588
2022-09-26,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.92907853167676
2022-09-27,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.967821594555716
2022-09-28,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.775893867406005
2022-09-29,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.10329254519484
2022-09-30,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.34141085162739
2022-10-01,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.5781664440751
2022-10-02,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.84787911623634
2022-10-03,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.98292833510556
2022-10-04,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.02167139798526
2022-10-05,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.82974367083258
2022-10-06,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.157142348631105
2022-10-07,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.39526065505836
