Date_of_Journey,Airline,Source,Destination,Product,Customer,Booking
2021-10-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.90258441615513
2021-10-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.59508653139334
2021-10-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.36455691297288
2021-10-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.5415384518564
2021-10-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.56850970307617
2021-10-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.54894933210902
2021-10-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.75886275673232
2021-10-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.89399699461575
2021-10-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.58649911039257
2021-10-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.35596949249101
2021-10-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.53295103137917
2021-10-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.559922282594144
2021-10-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.54036191162961
2021-10-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.75027533625291
2021-10-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.88540957413851
2021-10-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.57791169013573
2021-10-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.347382072466175
2021-10-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.52436361157985
2021-10-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.551334863023726
2021-10-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.5317744922844
2021-10-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.74168791713607
2021-10-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.87682215524588
2021-10-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.56932427124647
2021-10-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.338794653581
2021-10-29,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.5157761926952
2021-10-30,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.54274744414507
2021-10-31,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.523187073400514
2021-11-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.73310049825723
2021-11-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.868234736365956
2021-11-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.56073685236363
2021-11-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.33020723468947
2021-11-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.5071887738076
2021-11-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.53416002525843
2021-11-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.51459965451663
2021-11-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.72451307936832
2021-11-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.859647317479684
2021-11-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.55214943347612
2021-11-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.32161981580948
2021-11-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.4986013549259
2021-11-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.52557260637193
2021-11-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.506012235631914
2021-11-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.71592566048374
2021-11-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.85105989859341
2021-11-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.54356201459326
2021-11-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.3130323969191
2021-11-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.4900139360383
2021-11-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.51698518748531
2021-11-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.49742481674802
2021-11-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.70733824159481
2021-11-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.84247247970714
2021-11-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.534974595704014
2021-11-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.304444978039115
2021-11-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.48142651715457
2021-11-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.508397768598684
2021-11-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.48883739786141
2021-11-29,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.69875082271598
2021-11-30,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.83388506082722
2021-12-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.526387176822915
2021-12-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.29585755915913
2021-12-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.47283909826992
2021-12-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.49981034971205
2021-12-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.4802499789748
2021-12-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.690163403827064
2021-12-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.8252976419328
2021-12-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.517799757933645
2021-12-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.28727014027394
2021-12-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.46425167938528
2021-12-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.491222930833516
2021-12-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.47166256009281
2021-12-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.68157598493814
2021-12-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.81671022305287
2021-12-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.509212339050805
2021-12-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.27868272138876
2021-12-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.455664260497684
2021-12-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.48263551194676
2021-12-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.463075141208925
2021-12-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.67298856605931
2021-12-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.80812280416661
2021-12-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.50062492016796
2021-12-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.270095302497225
2021-12-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.44707684161599
2021-12-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.47404809306026
2021-12-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.45448772232231
2021-12-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.66440114717039
2021-12-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.79953538528489
2021-12-29,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.49203750128512
2021-12-30,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.26150788361724
2021-12-31,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.43848942272838
2022-01-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.465460674173634
2022-01-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.4459003034357
2022-01-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.65581372828581
2022-01-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.79094796639226
2022-01-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.48345008239586
2022-01-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.25292046472686
2022-01-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.42990200384078
2022-01-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.45687325529497
2022-01-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.43731288454908
2022-01-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.64722630940193
2022-01-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.78236054751234
2022-01-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.47486266351301
2022-01-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.24433304584688
2022-01-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.42131458495705
2022-01-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.44828583640834
2022-01-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.42872546566519
2022-01-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.63863889051805
2022-01-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.77377312863243
2022-01-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.46627524462549
2022-01-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.23574562696169
2022-01-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.41272716607241
2022-01-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.43969841752184
2022-01-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.420138046775854
2022-01-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.63005147162842
2022-01-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.765185709739804
2022-01-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.45768782574265
2022-01-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.22715820807651
2022-01-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.404139747187756
2022-01-29,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.43111099863534
2022-01-30,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.4115506278966
2022-01-31,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.62146405274455
2022-02-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.75659829085987
2022-02-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.4491004068534
2022-02-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.218570789191325
2022-02-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.39555232830108
2022-02-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.42252357974858
2022-02-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.40296320900998
2022-02-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.61287663386067
2022-02-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.748010871973605
2022-02-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.44051298797696
2022-02-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.20998337030499
2022-02-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.38696490941938
2022-02-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.41393616086208
2022-02-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.39437579012336
2022-02-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.6042892149768
2022-02-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.73942345308553
2022-02-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.431925569087696
2022-02-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.201395951419805
2022-02-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.37837749053178
2022-02-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.40534874197546
2022-02-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.38578837123674
2022-02-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.59570179608787
2022-02-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.730836034199264
2022-02-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.42333815019845
2022-02-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.19280853253463
2022-02-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.36979007164714
2022-02-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.3967613230968
2022-02-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.3772009523575
2022-02-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.58711437720904
2022-03-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.722248615319344
2022-03-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.414750731322016
2022-03-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.1842211136431
2022-03-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.36120265276248
2022-03-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.38817390421016
2022-03-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.368613533473614
2022-03-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.578526958320126
2022-03-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.71366119643307
2022-03-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.406163312428085
2022-03-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.17563369476311
2022-03-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.352615233877835
2022-03-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.37958648532366
2022-03-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.36002611458427
2022-03-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.56993953943554
2022-03-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.705073777546794
2022-03-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.39757589354524
2022-03-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.167046275872735
2022-03-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.34402781499024
2022-03-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.3709990664369
2022-03-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.351438695700374
2022-03-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.56135212055167
2022-03-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.69648635866052
2022-03-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.38898847465599
2022-03-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.15845885699273
2022-03-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.33544039610652
2022-03-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.36241164755837
2022-03-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.34285127681376
2022-03-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.55276470166778
2022-03-29,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.68789893978061
2022-03-30,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.38040105577488
2022-03-31,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.14987143811275
2022-04-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.32685297722186
2022-04-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.35382422867175
2022-04-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.334263857927155
2022-04-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.54417728277887
2022-04-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.67931152088617
2022-04-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.371813636885626
2022-04-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.141284019222375
2022-04-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.31826555833722
2022-04-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.34523680978511
2022-04-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.32567643904517
2022-04-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.53558986388995
2022-04-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.67072410200626
2022-04-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.36322621800277
2022-04-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.13269660034239
2022-04-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.30967813944961
2022-04-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.336649390898486
2022-04-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.317089020161276
2022-04-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.52700244501112
2022-04-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.66213668311999
2022-04-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.354638799119925
2022-04-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.12410918145085
2022-04-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.301090720568844
2022-04-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.32806197201199
2022-04-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.308501601271935
2022-04-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.51841502612219
2022-04-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.65354926423193
2022-04-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.346051380237085
2022-04-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.115521762570864
2022-04-29,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.292503301681236
2022-04-30,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.31947455312536
2022-05-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.29991418238805
2022-05-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.50982760723761
2022-05-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.64496184534564
2022-05-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.33746396134783
2022-05-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.10693434368049
2022-05-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.28391588279364
2022-05-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.3108871342467
2022-05-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.29132676350144
2022-05-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.501240188353734
2022-05-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.63637442646572
2022-05-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.3288765424714
2022-05-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.0983469248005
2022-05-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.27532846391194
2022-05-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.302299715360064
2022-05-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.28273934461755
2022-05-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.49265276946986
2022-05-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.6277870075858
2022-05-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.32028912357747
2022-05-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.089759505915325
2022-05-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.26674104502435
2022-05-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.293712296473565
2022-05-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.2741519257282
2022-05-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.48406535058024
2022-05-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.61919958869318
2022-05-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.31170170469462
2022-05-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.08117208702379
2022-05-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.2581536261397
2022-05-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.28512487758682
2022-05-29,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.265564506848946
2022-05-30,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.47547793170139
2022-05-31,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.610612169813265
2022-06-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.30311428580537
2022-06-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.07258466813861
2022-06-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.24956620725301
2022-06-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.27653745870031
2022-06-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.25697708796233
2022-06-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.46689051281248
2022-06-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.60202475092699
2022-06-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.29452686692893
2022-06-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.06399724925862
2022-06-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.24097878837132
2022-06-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.267950039813805
2022-06-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.24838966907573
2022-06-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.4583030939286
2022-06-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.59343733203892
2022-06-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.28593944803967
2022-06-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.05540983036824
2022-06-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.23239136948372
2022-06-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.25936262092705
2022-06-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.23980225019373
