Date_of_Journey,Airline,Source,Destination,Product,Customer,Revenue
2021-12-05,FlyDubai,Chennai,Dubai,Business,First Flyer,352952.4665125513
2021-12-06,FlyDubai,Chennai,Dubai,Business,First Flyer,341081.2591812706
2021-12-07,FlyDubai,Chennai,Dubai,Business,First Flyer,351754.9667920868
2021-12-08,FlyDubai,Chennai,Dubai,Business,First Flyer,347714.90964978817
2021-12-09,FlyDubai,Chennai,Dubai,Business,First Flyer,315197.11224949075
2021-12-10,FlyDubai,Chennai,Dubai,Business,First Flyer,330072.62150048616
2021-12-11,FlyDubai,Chennai,Dubai,Business,First Flyer,334821.50075434055
2021-12-12,FlyDubai,Chennai,Dubai,Business,First Flyer,353563.88908821647
2021-12-13,FlyDubai,Chennai,Dubai,Business,First Flyer,341692.6817568924
2021-12-14,FlyDubai,Chennai,Dubai,Business,First Flyer,352366.3893677951
2021-12-15,FlyDubai,Chennai,Dubai,Business,First Flyer,348326.3322254446
2021-12-16,FlyDubai,Chennai,Dubai,Business,First Flyer,315808.53482513013
2021-12-17,FlyDubai,Chennai,Dubai,Business,First Flyer,330684.0440761483
2021-12-18,FlyDubai,Chennai,Dubai,Business,First Flyer,335432.92333002796
2021-12-19,FlyDubai,Chennai,Dubai,Business,First Flyer,354175.31166390114
2021-12-20,FlyDubai,Chennai,Dubai,Business,First Flyer,342304.1043326193
2021-12-21,FlyDubai,Chennai,Dubai,Business,First Flyer,352977.81194344506
2021-12-22,FlyDubai,Chennai,Dubai,Business,First Flyer,348937.7548011011
2021-12-23,FlyDubai,Chennai,Dubai,Business,First Flyer,316419.95740083605
2021-12-24,FlyDubai,Chennai,Dubai,Business,First Flyer,331295.4666518362
2021-12-25,FlyDubai,Chennai,Dubai,Business,First Flyer,336044.34590568923
2021-12-26,FlyDubai,Chennai,Dubai,Business,First Flyer,354786.7342395495
2021-12-27,FlyDubai,Chennai,Dubai,Business,First Flyer,342915.52690824104
2021-12-28,FlyDubai,Chennai,Dubai,Business,First Flyer,353589.23451913364
2021-12-29,FlyDubai,Chennai,Dubai,Business,First Flyer,349549.17737675743
2021-12-30,FlyDubai,Chennai,Dubai,Business,First Flyer,317031.3799765116
2021-12-31,FlyDubai,Chennai,Dubai,Business,First Flyer,331906.88922749826
2022-01-01,FlyDubai,Chennai,Dubai,Business,First Flyer,336655.7684813635
2022-01-02,FlyDubai,Chennai,Dubai,Business,First Flyer,355398.1568151978
2022-01-03,FlyDubai,Chennai,Dubai,Business,First Flyer,343526.9494839005
2022-01-04,FlyDubai,Chennai,Dubai,Business,First Flyer,354200.6570947253
2022-01-05,FlyDubai,Chennai,Dubai,Business,First Flyer,350160.59995236143
2022-01-06,FlyDubai,Chennai,Dubai,Business,First Flyer,317642.80255211465
2022-01-07,FlyDubai,Chennai,Dubai,Business,First Flyer,332518.31180316047
2022-01-08,FlyDubai,Chennai,Dubai,Business,First Flyer,337267.1910569736
2022-01-09,FlyDubai,Chennai,Dubai,Business,First Flyer,356009.57939084613
2022-01-10,FlyDubai,Chennai,Dubai,Business,First Flyer,344138.3720595748
2022-01-11,FlyDubai,Chennai,Dubai,Business,First Flyer,354812.07967043354
2022-01-12,FlyDubai,Chennai,Dubai,Business,First Flyer,350772.0225280178
2022-01-13,FlyDubai,Chennai,Dubai,Business,First Flyer,318254.2251277902
2022-01-14,FlyDubai,Chennai,Dubai,Business,First Flyer,333129.73437876714
2022-01-15,FlyDubai,Chennai,Dubai,Business,First Flyer,337878.6136326479
2022-01-16,FlyDubai,Chennai,Dubai,Business,First Flyer,356621.0019665309
2022-01-17,FlyDubai,Chennai,Dubai,Business,First Flyer,344749.7946352492
2022-01-18,FlyDubai,Chennai,Dubai,Business,First Flyer,355423.50224614184
2022-01-19,FlyDubai,Chennai,Dubai,Business,First Flyer,351383.44510375796
2022-01-20,FlyDubai,Chennai,Dubai,Business,First Flyer,318865.64770342957
2022-01-21,FlyDubai,Chennai,Dubai,Business,First Flyer,333741.1569544421
2022-01-22,FlyDubai,Chennai,Dubai,Business,First Flyer,338490.03620830906
2022-01-23,FlyDubai,Chennai,Dubai,Business,First Flyer,357232.4245421427
2022-01-24,FlyDubai,Chennai,Dubai,Business,First Flyer,345361.217210856
2022-01-25,FlyDubai,Chennai,Dubai,Business,First Flyer,356034.92482173344
2022-01-26,FlyDubai,Chennai,Dubai,Business,First Flyer,351994.86767941434
2022-01-27,FlyDubai,Chennai,Dubai,Business,First Flyer,319477.0702790689
2022-01-28,FlyDubai,Chennai,Dubai,Business,First Flyer,334352.5795301171
2022-01-29,FlyDubai,Chennai,Dubai,Business,First Flyer,339101.45878397033
2022-01-30,FlyDubai,Chennai,Dubai,Business,First Flyer,357843.8471178443
2022-01-31,FlyDubai,Chennai,Dubai,Business,First Flyer,345972.63978653034
2022-02-01,FlyDubai,Chennai,Dubai,Business,First Flyer,356646.3473974417
2022-02-02,FlyDubai,Chennai,Dubai,Business,First Flyer,352606.2902550182
2022-02-03,FlyDubai,Chennai,Dubai,Business,First Flyer,320088.4928547082
2022-02-04,FlyDubai,Chennai,Dubai,Business,First Flyer,334964.00210571097
2022-02-05,FlyDubai,Chennai,Dubai,Business,First Flyer,339712.88135965774
2022-02-06,FlyDubai,Chennai,Dubai,Business,First Flyer,358455.2696934926
2022-02-07,FlyDubai,Chennai,Dubai,Business,First Flyer,346584.0623622047
2022-02-08,FlyDubai,Chennai,Dubai,Business,First Flyer,357257.76997309166
2022-02-09,FlyDubai,Chennai,Dubai,Business,First Flyer,353217.71283072716
2022-02-10,FlyDubai,Chennai,Dubai,Business,First Flyer,320699.91543045035
2022-02-11,FlyDubai,Chennai,Dubai,Business,First Flyer,335575.42468139884
2022-02-12,FlyDubai,Chennai,Dubai,Business,First Flyer,340324.30393531895
2022-02-13,FlyDubai,Chennai,Dubai,Business,First Flyer,359066.69226914097
2022-02-14,FlyDubai,Chennai,Dubai,Business,First Flyer,347195.484937879
2022-02-15,FlyDubai,Chennai,Dubai,Business,First Flyer,357869.192548722
2022-02-16,FlyDubai,Chennai,Dubai,Business,First Flyer,353829.1354063311
2022-02-17,FlyDubai,Chennai,Dubai,Business,First Flyer,321311.3380060897
2022-02-18,FlyDubai,Chennai,Dubai,Business,First Flyer,336186.8472570609
2022-02-19,FlyDubai,Chennai,Dubai,Business,First Flyer,340935.7265109932
2022-02-20,FlyDubai,Chennai,Dubai,Business,First Flyer,359678.1148447892
2022-02-21,FlyDubai,Chennai,Dubai,Business,First Flyer,347806.90751350083
2022-02-22,FlyDubai,Chennai,Dubai,Business,First Flyer,358480.615124372
2022-02-23,FlyDubai,Chennai,Dubai,Business,First Flyer,354440.5579819351
2022-02-24,FlyDubai,Chennai,Dubai,Business,First Flyer,321922.760581729
2022-02-25,FlyDubai,Chennai,Dubai,Business,First Flyer,336798.26983273594
2022-02-26,FlyDubai,Chennai,Dubai,Business,First Flyer,341547.1490866033
2022-02-27,FlyDubai,Chennai,Dubai,Business,First Flyer,360289.5374204908
2022-02-28,FlyDubai,Chennai,Dubai,Business,First Flyer,348418.3300892277
2022-03-01,FlyDubai,Chennai,Dubai,Business,First Flyer,359092.0377000802
2022-03-02,FlyDubai,Chennai,Dubai,Business,First Flyer,355051.980557644
2022-03-03,FlyDubai,Chennai,Dubai,Business,First Flyer,322534.1831574349
2022-03-04,FlyDubai,Chennai,Dubai,Business,First Flyer,337409.69240841095
2022-03-05,FlyDubai,Chennai,Dubai,Business,First Flyer,342158.5716622776
2022-03-06,FlyDubai,Chennai,Dubai,Business,First Flyer,360900.9599961756
2022-03-07,FlyDubai,Chennai,Dubai,Business,First Flyer,349029.7526648495
2022-03-08,FlyDubai,Chennai,Dubai,Business,First Flyer,359703.4602757302
2022-03-09,FlyDubai,Chennai,Dubai,Business,First Flyer,355663.40313333157
2022-03-10,FlyDubai,Chennai,Dubai,Business,First Flyer,323145.6057331105
2022-03-11,FlyDubai,Chennai,Dubai,Business,First Flyer,338021.1149840859
2022-03-12,FlyDubai,Chennai,Dubai,Business,First Flyer,342769.99423793884
2022-03-13,FlyDubai,Chennai,Dubai,Business,First Flyer,361512.38257178746
2022-03-14,FlyDubai,Chennai,Dubai,Business,First Flyer,349641.17524050886
2022-03-15,FlyDubai,Chennai,Dubai,Business,First Flyer,360314.88285138004
2022-03-16,FlyDubai,Chennai,Dubai,Business,First Flyer,356274.82570898795
2022-03-17,FlyDubai,Chennai,Dubai,Business,First Flyer,323757.0283087135
2022-03-18,FlyDubai,Chennai,Dubai,Business,First Flyer,338632.5375597481
2022-03-19,FlyDubai,Chennai,Dubai,Business,First Flyer,343381.4168136263
2022-03-20,FlyDubai,Chennai,Dubai,Business,First Flyer,362123.80514747225
2022-03-21,FlyDubai,Chennai,Dubai,Business,First Flyer,350252.5978161833
2022-03-22,FlyDubai,Chennai,Dubai,Business,First Flyer,360926.3054270301
2022-03-23,FlyDubai,Chennai,Dubai,Business,First Flyer,356886.2482845919
2022-03-24,FlyDubai,Chennai,Dubai,Business,First Flyer,324368.4508843891
2022-03-25,FlyDubai,Chennai,Dubai,Business,First Flyer,339243.9601353547
2022-03-26,FlyDubai,Chennai,Dubai,Business,First Flyer,343992.83938922314
2022-03-27,FlyDubai,Chennai,Dubai,Business,First Flyer,362735.2277231206
2022-03-28,FlyDubai,Chennai,Dubai,Business,First Flyer,350864.02039185766
2022-03-29,FlyDubai,Chennai,Dubai,Business,First Flyer,361537.7280027383
2022-03-30,FlyDubai,Chennai,Dubai,Business,First Flyer,357497.67086038453
2022-03-31,FlyDubai,Chennai,Dubai,Business,First Flyer,324979.8734600647
2022-04-01,FlyDubai,Chennai,Dubai,Business,First Flyer,339855.3827110297
2022-04-02,FlyDubai,Chennai,Dubai,Business,First Flyer,344604.2619648975
2022-04-03,FlyDubai,Chennai,Dubai,Business,First Flyer,363346.6502987688
2022-04-04,FlyDubai,Chennai,Dubai,Business,First Flyer,351475.44296747935
2022-04-05,FlyDubai,Chennai,Dubai,Business,First Flyer,362149.15057831036
2022-04-06,FlyDubai,Chennai,Dubai,Business,First Flyer,358109.0934359884
2022-04-07,FlyDubai,Chennai,Dubai,Business,First Flyer,325591.29603566776
2022-04-08,FlyDubai,Chennai,Dubai,Business,First Flyer,340466.8052867047
2022-04-09,FlyDubai,Chennai,Dubai,Business,First Flyer,345215.6845405718
2022-04-10,FlyDubai,Chennai,Dubai,Business,First Flyer,363958.072874434
2022-04-11,FlyDubai,Chennai,Dubai,Business,First Flyer,352086.8655431011
2022-04-12,FlyDubai,Chennai,Dubai,Business,First Flyer,362760.5731540186
2022-04-13,FlyDubai,Chennai,Dubai,Business,First Flyer,358720.5160116448
2022-04-14,FlyDubai,Chennai,Dubai,Business,First Flyer,326202.71861134336
2022-04-15,FlyDubai,Chennai,Dubai,Business,First Flyer,341078.2278623669
2022-04-16,FlyDubai,Chennai,Dubai,Business,First Flyer,345827.10711624613
2022-04-17,FlyDubai,Chennai,Dubai,Business,First Flyer,364569.49545011873
2022-04-18,FlyDubai,Chennai,Dubai,Business,First Flyer,352698.28811882803
2022-04-19,FlyDubai,Chennai,Dubai,Business,First Flyer,363371.99572966853
2022-04-20,FlyDubai,Chennai,Dubai,Business,First Flyer,359331.9385873013
2022-04-21,FlyDubai,Chennai,Dubai,Business,First Flyer,326814.1411870493
2022-04-22,FlyDubai,Chennai,Dubai,Business,First Flyer,341689.6504379865
2022-04-23,FlyDubai,Chennai,Dubai,Business,First Flyer,346438.5296919074
2022-04-24,FlyDubai,Chennai,Dubai,Business,First Flyer,365180.91802573064
2022-04-25,FlyDubai,Chennai,Dubai,Business,First Flyer,353309.71069444984
2022-04-26,FlyDubai,Chennai,Dubai,Business,First Flyer,363983.41830529895
2022-04-27,FlyDubai,Chennai,Dubai,Business,First Flyer,359943.3611629577
2022-04-28,FlyDubai,Chennai,Dubai,Business,First Flyer,327425.5637627248
2022-04-29,FlyDubai,Chennai,Dubai,Business,First Flyer,342301.0730136485
2022-04-30,FlyDubai,Chennai,Dubai,Business,First Flyer,347049.95226758166
2022-05-01,FlyDubai,Chennai,Dubai,Business,First Flyer,365792.3406014153
2022-05-02,FlyDubai,Chennai,Dubai,Business,First Flyer,353921.13327010925
2022-05-03,FlyDubai,Chennai,Dubai,Business,First Flyer,364594.8408809489
2022-05-04,FlyDubai,Chennai,Dubai,Business,First Flyer,360554.7837385617
2022-05-05,FlyDubai,Chennai,Dubai,Business,First Flyer,328036.98633832793
2022-05-06,FlyDubai,Chennai,Dubai,Business,First Flyer,342912.4955893107
2022-05-07,FlyDubai,Chennai,Dubai,Business,First Flyer,347661.3748431917
2022-05-08,FlyDubai,Chennai,Dubai,Business,First Flyer,366403.76317706367
2022-05-09,FlyDubai,Chennai,Dubai,Business,First Flyer,354532.55584578356
2022-05-10,FlyDubai,Chennai,Dubai,Business,First Flyer,365206.2634566572
2022-05-11,FlyDubai,Chennai,Dubai,Business,First Flyer,361166.20631427056
2022-05-12,FlyDubai,Chennai,Dubai,Business,First Flyer,328648.40891400346
2022-05-13,FlyDubai,Chennai,Dubai,Business,First Flyer,343523.9181649985
2022-05-14,FlyDubai,Chennai,Dubai,Business,First Flyer,348272.7974188661
2022-05-15,FlyDubai,Chennai,Dubai,Business,First Flyer,367015.18575274845
2022-05-16,FlyDubai,Chennai,Dubai,Business,First Flyer,355143.9784214579
2022-05-17,FlyDubai,Chennai,Dubai,Business,First Flyer,365817.68603236537
2022-05-18,FlyDubai,Chennai,Dubai,Business,First Flyer,361777.62888995814
2022-05-19,FlyDubai,Chennai,Dubai,Business,First Flyer,329259.83148964285
2022-05-20,FlyDubai,Chennai,Dubai,Business,First Flyer,344135.3407406607
2022-05-21,FlyDubai,Chennai,Dubai,Business,First Flyer,348884.2199945273
2022-05-22,FlyDubai,Chennai,Dubai,Business,First Flyer,367626.6083283603
2022-05-23,FlyDubai,Chennai,Dubai,Business,First Flyer,355755.4009970647
2022-05-24,FlyDubai,Chennai,Dubai,Business,First Flyer,366429.108607957
2022-05-25,FlyDubai,Chennai,Dubai,Business,First Flyer,362389.0514656145
2022-05-26,FlyDubai,Chennai,Dubai,Business,First Flyer,329871.25406534865
2022-05-27,FlyDubai,Chennai,Dubai,Business,First Flyer,344746.76331633556
2022-05-28,FlyDubai,Chennai,Dubai,Business,First Flyer,349495.6425702147
2022-05-29,FlyDubai,Chennai,Dubai,Business,First Flyer,368238.0309040619
2022-05-30,FlyDubai,Chennai,Dubai,Business,First Flyer,356366.8235727917
2022-05-31,FlyDubai,Chennai,Dubai,Business,First Flyer,367040.53118366527
2022-06-01,FlyDubai,Chennai,Dubai,Business,First Flyer,363000.47404121846
2022-06-02,FlyDubai,Chennai,Dubai,Business,First Flyer,330482.676640988
2022-06-03,FlyDubai,Chennai,Dubai,Business,First Flyer,345358.1858919295
2022-06-04,FlyDubai,Chennai,Dubai,Business,First Flyer,350107.06514587585
2022-06-05,FlyDubai,Chennai,Dubai,Business,First Flyer,368849.45347971015
2022-06-06,FlyDubai,Chennai,Dubai,Business,First Flyer,356978.24614841345
2022-06-07,FlyDubai,Chennai,Dubai,Business,First Flyer,367651.95375931525
2022-06-08,FlyDubai,Chennai,Dubai,Business,First Flyer,363611.8966169274
2022-06-09,FlyDubai,Chennai,Dubai,Business,First Flyer,331094.0992166636
2022-06-10,FlyDubai,Chennai,Dubai,Business,First Flyer,345969.60846761736
2022-06-11,FlyDubai,Chennai,Dubai,Business,First Flyer,350718.4877215371
2022-06-12,FlyDubai,Chennai,Dubai,Business,First Flyer,369460.8760553585
2022-06-13,FlyDubai,Chennai,Dubai,Business,First Flyer,357589.66872408777
2022-06-14,FlyDubai,Chennai,Dubai,Business,First Flyer,368263.3763349456
2022-06-15,FlyDubai,Chennai,Dubai,Business,First Flyer,364223.31919253134
2022-06-16,FlyDubai,Chennai,Dubai,Business,First Flyer,331705.5217922667
2022-06-17,FlyDubai,Chennai,Dubai,Business,First Flyer,346581.03104327945
2022-06-18,FlyDubai,Chennai,Dubai,Business,First Flyer,351329.91029722453
2022-06-19,FlyDubai,Chennai,Dubai,Business,First Flyer,370072.2986310236
2022-06-20,FlyDubai,Chennai,Dubai,Business,First Flyer,358201.0912997096
2022-06-21,FlyDubai,Chennai,Dubai,Business,First Flyer,368874.79891059553
2022-06-22,FlyDubai,Chennai,Dubai,Business,First Flyer,364834.7417682189
2022-06-23,FlyDubai,Chennai,Dubai,Business,First Flyer,332316.9443679423
2022-06-24,FlyDubai,Chennai,Dubai,Business,First Flyer,347192.4536189545
2022-06-25,FlyDubai,Chennai,Dubai,Business,First Flyer,351941.3328728215
2022-06-26,FlyDubai,Chennai,Dubai,Business,First Flyer,370683.72120670846
2022-06-27,FlyDubai,Chennai,Dubai,Business,First Flyer,358812.5138754365
2022-06-28,FlyDubai,Chennai,Dubai,Business,First Flyer,369486.2214863038
2022-06-29,FlyDubai,Chennai,Dubai,Business,First Flyer,365446.1643439278
2022-06-30,FlyDubai,Chennai,Dubai,Business,First Flyer,332928.3669436481
2022-07-01,FlyDubai,Chennai,Dubai,Business,First Flyer,347803.8761946295
2022-07-02,FlyDubai,Chennai,Dubai,Business,First Flyer,352552.75544849585
2022-07-03,FlyDubai,Chennai,Dubai,Business,First Flyer,371295.1437823203
2022-07-04,FlyDubai,Chennai,Dubai,Business,First Flyer,359423.93645105825
2022-07-05,FlyDubai,Chennai,Dubai,Business,First Flyer,370097.64406189544
2022-07-06,FlyDubai,Chennai,Dubai,Business,First Flyer,366057.5869195318
2022-07-07,FlyDubai,Chennai,Dubai,Business,First Flyer,333539.78951932373
2022-07-08,FlyDubai,Chennai,Dubai,Business,First Flyer,348415.2987703044
2022-07-09,FlyDubai,Chennai,Dubai,Business,First Flyer,353164.17802415695
2022-07-10,FlyDubai,Chennai,Dubai,Business,First Flyer,371906.566358005
2022-07-11,FlyDubai,Chennai,Dubai,Business,First Flyer,360035.35902671766
2022-07-12,FlyDubai,Chennai,Dubai,Business,First Flyer,370709.0666376037
2022-07-13,FlyDubai,Chennai,Dubai,Business,First Flyer,366669.0094951882
2022-07-14,FlyDubai,Chennai,Dubai,Business,First Flyer,334151.2120949268
2022-07-15,FlyDubai,Chennai,Dubai,Business,First Flyer,349026.7213459666
2022-07-16,FlyDubai,Chennai,Dubai,Business,First Flyer,353775.60059978015
2022-07-17,FlyDubai,Chennai,Dubai,Business,First Flyer,372517.98893368983
2022-07-18,FlyDubai,Chennai,Dubai,Business,First Flyer,360646.781602392
2022-07-19,FlyDubai,Chennai,Dubai,Business,First Flyer,371320.4892132341
2022-07-20,FlyDubai,Chennai,Dubai,Business,First Flyer,367280.43207084463
2022-07-21,FlyDubai,Chennai,Dubai,Business,First Flyer,334762.6346706024
2022-07-22,FlyDubai,Chennai,Dubai,Business,First Flyer,349638.14392158616
2022-07-23,FlyDubai,Chennai,Dubai,Business,First Flyer,354387.02317544137
2022-07-24,FlyDubai,Chennai,Dubai,Business,First Flyer,373129.41150933807
2022-07-25,FlyDubai,Chennai,Dubai,Business,First Flyer,361258.2041780664
2022-07-26,FlyDubai,Chennai,Dubai,Business,First Flyer,371931.91178894235
2022-07-27,FlyDubai,Chennai,Dubai,Business,First Flyer,367891.8546465847
2022-07-28,FlyDubai,Chennai,Dubai,Business,First Flyer,335374.057246278
2022-07-29,FlyDubai,Chennai,Dubai,Business,First Flyer,350249.5664972483
2022-07-30,FlyDubai,Chennai,Dubai,Business,First Flyer,354998.4457511157
2022-07-31,FlyDubai,Chennai,Dubai,Business,First Flyer,373740.8340849864
2022-08-01,FlyDubai,Chennai,Dubai,Business,First Flyer,361869.6267536881
2022-08-02,FlyDubai,Chennai,Dubai,Business,First Flyer,372543.33436453395
2022-08-03,FlyDubai,Chennai,Dubai,Business,First Flyer,368503.2772221886
2022-08-04,FlyDubai,Chennai,Dubai,Business,First Flyer,335985.479821881
2022-08-05,FlyDubai,Chennai,Dubai,Business,First Flyer,350860.9890729232
2022-08-06,FlyDubai,Chennai,Dubai,Business,First Flyer,355609.86832679
2022-08-07,FlyDubai,Chennai,Dubai,Business,First Flyer,374352.25666065165
2022-08-08,FlyDubai,Chennai,Dubai,Business,First Flyer,362481.0493294151
2022-08-09,FlyDubai,Chennai,Dubai,Business,First Flyer,373154.75694024225
2022-08-10,FlyDubai,Chennai,Dubai,Business,First Flyer,369114.69979789754
2022-08-11,FlyDubai,Chennai,Dubai,Business,First Flyer,336596.9023975566
2022-08-12,FlyDubai,Chennai,Dubai,Business,First Flyer,351472.4116485171
2022-08-13,FlyDubai,Chennai,Dubai,Business,First Flyer,356221.2909024643
2022-08-14,FlyDubai,Chennai,Dubai,Business,First Flyer,374963.6792363363
2022-08-15,FlyDubai,Chennai,Dubai,Business,First Flyer,363092.47190503683
2022-08-16,FlyDubai,Chennai,Dubai,Business,First Flyer,373766.1795158922
2022-08-17,FlyDubai,Chennai,Dubai,Business,First Flyer,369726.1223735015
2022-08-18,FlyDubai,Chennai,Dubai,Business,First Flyer,337208.3249732625
2022-08-19,FlyDubai,Chennai,Dubai,Business,First Flyer,352083.834224205
2022-08-20,FlyDubai,Chennai,Dubai,Business,First Flyer,356832.7134781256
2022-08-21,FlyDubai,Chennai,Dubai,Business,First Flyer,375575.1018119482
2022-08-22,FlyDubai,Chennai,Dubai,Business,First Flyer,363703.8944806436
2022-08-23,FlyDubai,Chennai,Dubai,Business,First Flyer,374377.60209152254
2022-08-24,FlyDubai,Chennai,Dubai,Business,First Flyer,370337.5449491579
2022-08-25,FlyDubai,Chennai,Dubai,Business,First Flyer,337819.7475489018
2022-08-26,FlyDubai,Chennai,Dubai,Business,First Flyer,352695.2567998671
2022-08-27,FlyDubai,Chennai,Dubai,Business,First Flyer,357444.1360538129
2022-08-28,FlyDubai,Chennai,Dubai,Business,First Flyer,376186.52438763296
2022-08-29,FlyDubai,Chennai,Dubai,Business,First Flyer,364315.31705631793
2022-08-30,FlyDubai,Chennai,Dubai,Business,First Flyer,374989.0246671724
2022-08-31,FlyDubai,Chennai,Dubai,Business,First Flyer,370948.96752476186
2022-09-01,FlyDubai,Chennai,Dubai,Business,First Flyer,338431.1701245412
2022-09-02,FlyDubai,Chennai,Dubai,Business,First Flyer,353306.6793755293
2022-09-03,FlyDubai,Chennai,Dubai,Business,First Flyer,358055.55862940993
2022-09-04,FlyDubai,Chennai,Dubai,Business,First Flyer,376797.9469632813
2022-09-05,FlyDubai,Chennai,Dubai,Business,First Flyer,364926.73963199236
